r_id,r_date,age,campus,class,ethnicity,gender,housing,housing_actual,status,vet,worker,drive,license,mode,mode_cat,camp_camp,camp_cat,park_campus_week,park_campus_days,tocamp_week,travel_time,travel_distance,main_route,region,informed,email_freq,email_read,email_subject,email_rules,rule_not_read,parking_ed,zip,x,y,park_pref,park_pref_2,park_permit,permit_type,permit_type_2,no_permit_why,no_permit,goldvgreen,greenvgold,lots_campus,park_where,park_awarness,park_avalible,park_first_choice,drive_res_class,drive_res_class_days,res_park,res_park2,mills_campus_peak,park_pref_peak,bv_campus_peak,centeral_camp_peak,lot_full,circle_time,comments,rate_overall_group,rate_overall,rate_maintenance,rate_online,rate_staff,rate_officers,rate_lot_safety,rate_clean,reason_no_vehicle,why_no_license,drop_off,rideshare_camp
811,3/26/2024,22,Main,Junior,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,Drive,Drive,Walk,Walk,3 days,3,,0,5,Old Ranch Road 12,,TXST App,About right,About half the time,Most of the time,No: I have read nOne of the Rules and RegulatiOns,I already know what I need to know,Might or might not,78666,,,The Edward Gary Parking Garage (pay by the hour),Edward Gary PTP,No,,,Permit cost is too high,,,,,,,,,,,,,,,,,,,,Passive,7,Somewhat satisfied,Somewhat easy,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,,,,
812,3/26/2024,22,Main,Senior,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,Drive,Drive,Walk,Walk,1 day,1,,0,0,Other,,Text Message,About right,Sometimes,Always,Some: I have read some parts of the Rules and RegulatiOns,Not interested,Definitely yes,78666,,,The LBJ Student Center Parking Garage (pay by the hour),LBJ PTP,No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me, Rarely/never drive to campus",Do not believe there is available parking,,,,,,,,,,,,,,,,,,,Detractor,2,Somewhat satisfied,Neither easy nor difficult,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,,,,
813,3/26/2024,22,Main,Senior,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,No,Yes,Walk,Active,Walk,Walk,,,,30,0,,,Email,About right,Always,,Yes: I have read all of the Rules and RegulatiOns,,Definitely not,78666,,,,,,,,,,,,,,,,,,,,,,,,,,,"More parking, affordable passes, mark designated parking areas more clearly, remove the TWO SHADES OF PURPLE PASSES. Unless it is purposeful to create cOnfusiOn for the vulture parking enforcement to write more tickets.",,,,,,,,,I didn't like the parking optiOns,,,
814,3/26/2024,21,Main,Senior,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle, Walk","Drive, Alternative, Active",Walk,Walk,2 days,2,,15,0,N. LBJ Dr. at Sessom Dr.,Region #5,Email,About right,Sometimes,About half the time,Some: I have read some parts of the Rules and RegulatiOns,"other, please specify:",Probably not,78666,423,565,"A university lot or garage - with the correct parking permit,Free parking On a city or neighborhood street,Accessible Parking","A university lot or garage - with the correct parking permit, Free parking on a city or neighborhood street, Accessible Parking",Yes,,,,,,,"Other, please specify:",Lot most likely to have available spaces,,,,,,,,,,,,Circle until a space becomes available,Less than 5 minutes,Maybe giving a warning for a vehicle if they have no history of parking in the wrOng spot/ place instead of automatically giving them a ticket.,Passive,7,Extremely satisfied,Neither easy nor difficult,Somewhat satisfied,Somewhat satisfied,Extremely satisfied,Extremely satisfied,,,,
815,3/26/2024,25,Main,Senior,Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,Bobcat Shuttle,Alternative,Walk,Walk,0 days,0,,15,0,,,Email,About right,Most of the time,,Yes: I have read all of the Rules and RegulatiOns,,Probably yes,78666,,,I never drive to campus - I Only drive my car for nOn-university uses,Do not drive to campus,,,,,,,,,,,,,,,,,,,,,,,Commuter parking lots are too small and of low quality to have any value. I'd rather ride the shuttle despite the lOng transit times and incOnsistent scheduling.,,,,,,,,,,,,
816,3/26/2024,25,Main,Junior,White Non-Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,,,,,,,,,,,,Text Message,About right,Sometimes,About half the time,No: I have read nOne of the Rules and RegulatiOns,Not interested,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,More commuter parking,Detractor,0,Neither satisfied nor dissatisfied,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
817,3/26/2024,22,Main,Sophomore,Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle, Walk, Drop off","Drive, Alternative, Active, Alternative","Drive,Bobcat Shuttle,Walk","Drive, Bobcat Shuttle, Walk",3 days,3,,15,5,Aquarena Springs,,Text Message,About right,Sometimes,Always,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Might or might not,78666,,,Free parking On a city or neighborhood street,Free parking on a city or neighborhood street,No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me",Do not believe there is available parking,,,,,,,,,,,,,,,,,,"Better inform people of parking regulatiOns, ALLOW free parking in areas that are supposed to allow free parking after a certain hour, cars shouldn’t be penalized for not having a permit when it is after hours/school is not in sessiOn (winter/summer/spring breaks), petitiOn for BETTER parking areas and more inclusivity of those commuting to campus. Cars parking during un permitted school hours and/or parked horribly should be penalized, not the other way around.",Detractor,0,Extremely dissatisfied,Somewhat easy,Extremely dissatisfied,Extremely dissatisfied,Extremely dissatisfied,Somewhat dissatisfied,,,where i need to,
818,3/26/2024,21,Main,Senior,Multi-racial,Female,Off,Off-Campus,Part-time,,,Yes,,Bobcat Shuttle,Alternative,Walk,Walk,1 day,1,,30,0,,,Social Media,About right,Sometimes,About half the time,Some: I have read some parts of the Rules and RegulatiOns,Not interested,Probably not,78666,,,"A university lot or garage - without the correct parking permit,The LBJ Student Center Parking Garage (pay by the hour),First available spot, regardless of restrictiOns","A university lot or garage - without the correct parking permit, LBJ PTP, First available spot, Free parking on a city or neighborhood street",No,,,"Permit cost is too high, Available parking is incOnvenient for me, Did not want to ride the Bobcat Shuttle from available parking",Available parking is incOnvenient for me,,,,,,,,,,,,,,,,,,"My shuttle always has way too many people On it, to the point where I have had to wait for 2 busses to leave before i could get On One. This causes me to go On campus and park illegally which causes me to get parking tickets,. if the shuttle service improves, i wouldn't have to do this.",Detractor,4,Somewhat satisfied,Neither easy nor difficult,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,,,,
819,3/26/2024,21,Main,Junior,Unknown,Male,Off,Off-Campus,Full-time,Veteran Dependent,,Yes,,Walk,Active,Walk,Walk,0 days,0,,15,0,,,Text Message,About right,Sometimes,Most of the time,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Might or might not,78666,,,"Free parking On a city or neighborhood street,Accessible Parking,I never drive to campus - I Only drive my car for nOn-university uses","Free parking on a city or neighborhood street, Accessible Parking, Do not drive to campus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,3/26/2024,18,Main,Freshman,White Non-Hisp,Female,On,First Five Hall,Full-time,,,Yes,,,,"Drive,Bobcat Shuttle,Walk,Nite Cats","Drive, Bobcat Shuttle, Walk, Nite Cats",7 days,7,,,,,,Text Message,More than I would like,Sometimes,About half the time,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably yes,,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,Green Residential Permit (more expensive),Green,,,,Convenience - I wanted more immediate access to my vehicle,,,,,,No,,Speck Garage (Lot 306),,,,,,My preferred lot does not get full,,"Create more parking On campus altogether, I never drive because I know I'll never find some place I can park. Create more green parking spaces: If I'm paying the most mOney for a green pass I should be able to park more cOnveniently than everyOne who doesn't have the same pass.",Detractor,4,Somewhat dissatisfied,Neither easy nor difficult,Somewhat dissatisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,,,,
821,3/26/2024,25,Main,Junior,Unknown,Female,Off,Off-Campus,Part-time,,Student Wage Worker,Yes,,Drive,Drive,Bobcat Shuttle,Bobcat Shuttle,4 days,4,,30,20,N. Guadalupe St,,Email,About right,Always,,Yes: I have read all of the Rules and RegulatiOns,,Definitely yes,,,,,,Yes,,,,,,,UEC Lot (P8),Easiest lot to get to,,,,,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,,Passive,8,,Neither easy nor difficult,,,,,,,,
822,3/26/2024,19,Main,Freshman,Hisp,Male,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle, Walk","Drive, Alternative, Active",Drive,Drive,4 days,4,,15,20,Aquarena Springs,,TXST App,Less than I would like,About half the time,About half the time,Some: I have read some parts of the Rules and RegulatiOns,Not interested,Probably yes,78130,,,"A university lot or garage - with the correct parking permit,A university lot or garage - without the correct parking permit,The LBJ Student Center Parking Garage (pay by the hour)","A university lot or garage - with the correct parking permit, A university lot or garage - without the correct parking permit, LBJ PTP",Yes,,,,,,,UEC Lot (P8),Closest to class,"Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,,,Park in a Pay-to-Park garage,,Allow some red restricted garages to have commuter parking. More commuter parking On campus.,Detractor,1,Neither satisfied nor dissatisfied,Neither easy nor difficult,Extremely dissatisfied,Extremely dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
823,3/26/2024,38,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Full-time,Veteran,,Yes,,Drive,Drive,Walk,Walk,5 days,5,,15,10,N. LBJ Dr. at Sessom Dr.,,Email,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,Too long,Probably yes,78130,,,The LBJ Student Center Parking Garage (pay by the hour),LBJ PTP,No,,,"Available parking is incOnvenient for me, Did not want to ride the Bobcat Shuttle from available parking",Available parking is incOnvenient for me,,,,,,,,,,,,,,,,,,Lbj student garage needs more levels,Detractor,5,Somewhat satisfied,Neither easy nor difficult,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,,,,
824,3/26/2024,22,Main,Senior,Hisp,Male,Off,Off-Campus,Part-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative","Drive,Walk","Drive, Walk",2 days,2,,0,0,Aquarena Springs,Region #8,Social Media,About right,About half the time,Always,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Probably not,78666,1117,476,"A university lot or garage - without the correct parking permit,Free parking On a city or neighborhood street","A university lot or garage - without the correct parking permit, Free parking on a city or neighborhood street",No,,,Permit cost is too high,,,,,,,,,,,,,,,,,,,,Detractor,4,Somewhat satisfied,Somewhat difficult,Somewhat satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Somewhat satisfied,,,,
825,3/26/2024,24,Main,Senior,White Non-Hisp,Female,Off,Off-Campus,Full-time,,Student Wage Worker,Yes,,Walk,Active,Walk,Walk,0 days,0,,0,0,,Region #5,Text Message,About right,Never,Sometimes,No: I have read nOne of the Rules and RegulatiOns,I already know what I need to know,Might or might not,78666,461,562,"A university lot or garage - without the correct parking permit,Free parking On a city or neighborhood street,Other, please specify:","A university lot or garage - without the correct parking permit, Free parking on a city or neighborhood street, Other,",No,,,"Permit cost is too high, Do not believe there is available parking, Available parking is incOnvenient for me, Did not want to ride the Bobcat Shuttle from available parking, Rarely/never drive to campus",Permit cost is too high,,,,,,,,,,,,,,,,,,Provide more commuter parking near and On campus instead of pushing it farther away.,Detractor,2,Neither satisfied nor dissatisfied,Somewhat difficult,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,,,,
826,3/26/2024,22,Main,Sophomore,Multi-racial,Male,Off,Off-Campus,Part-time,,,Yes,,"Drive, Bobcat Shuttle, Drop off","Drive, Alternative, Alternative",Walk,Walk,3 days,3,,0,5,Hopkins,Region #5,Email,About right,Most of the time,,No: I have read nOne of the Rules and RegulatiOns,Too long,Definitely yes,78666,502,626,Downtown or On the Square,Downtown or On the Square,No,,,Permit cost is too high,,,,,,,,,,,,,,,,,,,,Detractor,3,Extremely satisfied,Extremely easy,Somewhat satisfied,Neither satisfied nor dissatisfied,Extremely satisfied,Extremely satisfied,,,Ingram Hall,
827,3/26/2024,21,Main,Senior,Hisp,Female,Off,Off-Campus,Part-time,,,Yes,,"Bobcat Shuttle, Walk, Other, Other","Alternative, Active, Other, Other",Walk,Walk,5 days,5,,60,30,,,Text Message,About right,Most of the time,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Definitely yes,78247,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Sewell North Lot (P14),Closest to class,"Mill St (P12),Bobcat Stadium East (P10E)",Bobcat Stadium (P10W),,,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,"I wish there was more available CLOSER spots for commuter parking areas. I commute from San AntOnio, and it is the most difficult for me to get to campus while many students have the luxury of having close parking spots for them to walk within 5 minutes of. It takes me a 15-minute walk to campus without the shuttle bus. The faculty spots are never full, which could be used for commuter spots. I am dissatisfied that I pay so much mOney just to not have available parking spaces when I come to campus. Especially when it comes to finding a parking spot near supple.",Detractor,1,Somewhat dissatisfied,Extremely easy,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,,,,
828,3/26/2024,41,Main,Masters,White Non-Hisp,Female,Off,Off-Campus,Full-time,,,Yes,,"Drive, Bobcat Shuttle","Drive, Alternative",Walk,Walk,2 days,2,,60,30,Aquarena Springs,,Email,About right,Always,,Some: I have read some parts of the Rules and RegulatiOns,I already know what I need to know,Might or might not,78757,,,A university lot or garage - with the correct parking permit,A university lot or garage - with the correct parking permit,Yes,,,,,,,Bobcat Stadium East Lot (P10E),"Other, please specify:","Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",Bobcat Stadium (P10W),"Bobcat Stadium East (P10E),Bobcat Stadium (P10W)",,,,,,,,,Park in an available purple Perimeter (P) lot and ride the bus or walk.,,Having to park in a purple lot and ride the Bobcat Shuttle adds an additiOnal 15+ minutes to my already lOng commute from Austin. I wish there were more affordable  parking optiOns On campus so that I could easily walk from my vehicle to class.,Detractor,5,Neither satisfied nor dissatisfied,Extremely easy,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,,,,
